Timestamp,X,Y
2024-06-07 15:18:22,476,328
2024-06-07 15:18:22,473,335
2024-06-07 15:18:23,505,350
2024-06-07 15:18:23,505,350
2024-06-07 15:18:24,512,358
2024-06-07 15:18:24,377,408
2024-06-07 15:18:25,1274,484
2024-06-07 15:18:25,257,380
2024-06-07 15:18:26,1731,128
2024-06-07 15:18:26,1812,65
2024-06-07 15:18:27,1241,468
2024-06-07 15:18:27,164,479
2024-06-07 15:18:28,164,478
2024-06-07 15:18:28,167,479
2024-06-07 15:18:29,167,480
2024-06-07 15:18:29,31,54
2024-06-07 15:18:30,384,643
2024-06-07 15:18:30,53,61
2024-06-07 15:18:31,0,0
2024-06-07 15:18:31,0,0
2024-06-07 15:18:32,0,0
2024-06-07 15:18:32,0,0
2024-06-07 15:18:33,0,0
2024-06-07 15:18:33,0,0
2024-06-07 15:18:34,0,0
2024-06-07 15:18:34,0,0
2024-06-07 15:18:35,0,0
2024-06-07 15:18:35,218,62
2024-06-07 15:18:36,927,467
2024-06-07 15:18:36,440,696
2024-06-07 15:18:37,442,600
2024-06-07 15:18:37,563,549
2024-06-07 15:18:38,563,549
2024-06-07 15:18:38,569,549
2024-06-07 15:18:39,569,549
2024-06-07 15:18:39,700,795
2024-06-07 15:18:40,533,757
2024-06-07 15:18:40,400,641
2024-06-07 15:18:41,392,628
2024-06-07 15:18:41,791,807
2024-06-07 15:18:42,816,800
2024-06-07 15:18:42,815,799
2024-06-07 15:18:43,1408,894
2024-06-07 15:18:43,1216,843
2024-06-07 15:18:44,643,762
2024-06-07 15:18:44,642,766
2024-06-07 15:18:45,642,766
2024-06-07 15:18:45,801,760
2024-06-07 15:18:46,802,760
2024-06-07 15:18:46,800,760
2024-06-07 15:18:47,593,657
2024-06-07 15:18:47,467,639
2024-06-07 15:18:48,457,651
2024-06-07 15:18:48,471,651
2024-06-07 15:18:49,506,648
2024-06-07 15:18:49,685,642
2024-06-07 15:18:50,1254,684
2024-06-07 15:18:50,1467,690
2024-06-07 15:18:51,1322,662
2024-06-07 15:18:51,1584,683
2024-06-07 15:18:52,1719,695
2024-06-07 15:18:52,1762,732
2024-06-07 15:18:53,1461,703
2024-06-07 15:18:53,1315,695
2024-06-07 15:18:54,1325,658
2024-06-07 15:18:54,1292,610
2024-06-07 15:18:55,1302,588
2024-06-07 15:18:55,1299,585
2024-06-07 15:18:56,1091,571
2024-06-07 15:18:56,1052,570
2024-06-07 15:18:57,1134,569
2024-06-07 15:18:57,1165,1029
2024-06-07 15:18:58,999,1056
2024-06-07 15:18:58,1015,1029
2024-06-07 15:18:59,915,953
2024-06-07 15:18:59,914,950
2024-06-07 15:19:00,1075,651
2024-06-07 15:19:00,1045,614
2024-06-07 15:19:01,1144,652
2024-06-07 15:19:01,1180,572
2024-06-07 15:19:02,757,342
2024-06-07 15:19:02,1012,969
2024-06-07 15:19:03,1011,975
2024-06-07 15:19:03,1078,916
2024-06-07 15:19:04,1091,881
2024-06-07 15:19:04,1106,890
2024-06-07 15:19:05,1109,879
2024-06-07 15:19:05,1109,876
2024-06-07 15:19:06,1145,708
2024-06-07 15:19:06,944,171
2024-06-07 15:19:07,1160,184
2024-06-07 15:19:07,878,312
2024-06-07 15:19:08,1151,651
2024-06-07 15:19:08,1151,739
2024-06-07 15:19:09,1151,737
2024-06-07 15:19:09,1141,732
2024-06-07 15:19:10,1241,1071
2024-06-07 15:19:10,1234,629
2024-06-07 15:19:11,812,647
2024-06-07 15:19:11,1155,794
2024-06-07 15:19:12,1249,1049
2024-06-07 15:19:12,1238,1011
2024-06-07 15:19:13,1193,596
2024-06-07 15:19:13,1310,494
2024-06-07 15:19:14,1204,437
2024-06-07 15:19:14,1792,35
2024-06-07 15:19:15,1784,60
2024-06-07 15:19:15,1748,83
2024-06-07 15:19:16,959,272
2024-06-07 15:19:16,1238,184
2024-06-07 15:19:17,1177,136
2024-06-07 15:19:17,1190,115
2024-06-07 15:19:18,1598,331
2024-06-07 15:19:18,1634,422
2024-06-07 15:19:19,1648,485
2024-06-07 15:19:19,1658,550
2024-06-07 15:19:20,1667,605
2024-06-07 15:19:20,1671,678
2024-06-07 15:19:21,1648,664
2024-06-07 15:19:21,1202,261
2024-06-07 15:19:22,1199,155
2024-06-07 15:19:22,1540,541
2024-06-07 15:19:23,1478,599
2024-06-07 15:19:23,682,523
2024-06-07 15:19:24,1337,554
2024-06-07 15:19:24,1174,611
2024-06-07 15:19:25,1172,624
2024-06-07 15:19:25,1727,145
2024-06-07 15:19:26,991,45
2024-06-07 15:19:26,998,63
2024-06-07 15:19:27,1028,90
2024-06-07 15:19:27,1076,193
2024-06-07 15:19:28,1049,60
2024-06-07 15:21:33,1052,75
2024-06-07 15:21:33,1362,237
2024-06-07 15:21:34,1054,271
2024-06-07 15:21:34,26,0
2024-06-07 15:21:35,0,0
2024-06-07 15:21:35,0,0
2024-06-07 15:21:36,0,0
2024-06-07 15:21:36,0,0
2024-06-07 15:21:37,0,0
2024-06-07 15:21:37,0,0
2024-06-07 15:21:38,0,0
2024-06-07 15:21:38,0,0
2024-06-07 15:21:39,0,0
2024-06-07 15:21:39,0,0
2024-06-07 15:21:40,0,0
2024-06-07 15:21:40,0,0
2024-06-07 15:21:41,0,670
2024-06-07 15:21:41,0,1079
2024-06-07 15:21:42,0,1061
2024-06-07 15:21:42,0,1077
2024-06-07 15:21:43,0,1077
2024-06-07 15:21:43,0,1079
2024-06-07 15:21:44,0,1079
2024-06-07 15:21:44,0,1078
2024-06-07 15:21:45,0,1078
2024-06-07 15:21:45,0,1078
2024-06-07 15:21:46,0,1078
2024-06-07 15:21:46,0,1078
2024-06-07 15:21:47,0,1078
2024-06-07 15:21:47,17,911
2024-06-07 15:21:48,0,690
2024-06-07 15:21:48,0,651
2024-06-07 15:21:49,702,578
2024-06-07 15:21:49,959,272
2024-06-07 15:21:50,1061,55
2024-06-07 15:21:50,1277,260
2024-06-11 14:46:49,1422,100
2024-06-11 14:46:49,1538,240
2024-06-11 14:46:50,1539,242
2024-06-11 14:46:50,1656,384
2024-06-11 14:46:51,1774,528
2024-06-11 14:47:57,1032,67
2024-06-11 14:48:02,1026,66
2024-06-11 14:48:02,1400,617
2024-06-11 14:48:10,95,40
2024-06-11 14:49:21,1032,60
2024-06-11 14:49:22,664,0
2024-06-11 14:49:23,1233,0
2024-06-11 14:49:23,1434,0
2024-06-11 14:49:24,1821,33
2024-06-11 14:49:24,1909,56
2024-06-11 14:49:25,1741,165
2024-06-11 14:49:26,1661,298
2024-06-11 14:49:26,1298,520
2024-06-11 14:49:27,857,830
2024-06-11 14:49:27,57,1061
2024-06-11 14:49:28,152,1006
2024-06-11 14:49:29,113,945
2024-06-11 14:49:29,170,828
2024-06-11 14:49:30,252,708
2024-06-11 14:49:30,391,471
2024-06-11 14:49:31,621,246
2024-06-11 14:49:32,996,116
2024-06-11 14:49:32,1400,145
2024-06-11 14:49:33,1811,191
2024-06-11 14:49:33,1553,523
2024-06-11 14:49:34,1619,951
2024-06-11 14:49:35,1152,687
2024-06-11 14:49:35,909,545
2024-06-11 14:49:36,512,228
2024-06-11 14:49:36,169,335
2024-06-11 14:49:37,184,188
2024-06-11 14:49:38,65,211
2024-06-11 14:49:38,63,114
2024-06-11 14:49:39,432,148
2024-06-11 14:49:39,1274,355
2024-06-11 14:49:40,1919,596
2024-06-11 14:49:41,1211,714
2024-06-11 14:49:41,1151,355
2024-06-11 14:49:42,917,84
2024-06-11 14:49:42,1091,63
2024-06-11 14:49:43,1047,40
2024-06-11 14:49:44,1139,47
2024-06-11 14:49:44,1050,61
2024-06-11 14:49:45,1045,65
2024-06-11 14:49:45,1018,70
2024-06-11 14:49:46,1053,59
2024-06-11 14:50:02,1033,64
2024-06-11 14:50:04,1048,58
2024-06-11 14:50:06,932,273
2024-06-11 14:50:07,831,482
2024-06-11 14:50:09,801,831
2024-06-11 14:50:11,670,1079
2024-06-11 14:50:12,321,373
2024-06-11 14:50:14,464,363
2024-06-11 14:50:16,266,0
2024-06-11 14:50:17,212,0
2024-06-12 14:42:35,1227,61
2024-06-12 14:42:37,1570,214
2024-06-12 14:42:39,1423,370
2024-06-12 14:42:40,1385,461
2024-06-12 14:42:42,1310,618
2024-06-12 14:42:43,1163,624
2024-06-12 14:42:45,941,787
2024-06-12 14:42:47,572,956
2024-06-12 14:42:48,5,1066
2024-06-13 09:19:50,1074,54
2024-06-13 09:19:52,1576,0
2024-06-13 09:19:53,868,215
2024-06-13 09:19:55,662,376
2024-06-13 09:19:57,0,752
2024-06-13 09:20:28,1072,61
2024-06-13 09:20:30,1482,0
2024-06-13 21:30:44,1342,267
2024-06-13 21:30:46,1612,473
2024-06-13 21:30:47,1742,946
2024-06-13 21:30:49,955,456
2024-06-13 21:30:51,631,463
2024-06-13 21:30:52,448,317
2024-06-13 21:30:54,0,178
2024-06-13 21:30:59,1081,54
2024-06-13 21:31:01,1714,0
2024-06-13 21:31:05,1069,67
2024-06-13 21:31:07,1057,80
2024-06-13 21:31:08,307,592
2024-06-13 21:31:10,955,171
2024-06-13 21:31:12,853,262
2024-06-13 21:31:13,1399,0
2024-06-13 21:31:15,1387,107
2024-06-13 21:31:17,1919,22
2024-06-13 21:31:31,1069,57
2024-06-13 21:31:35,751,7
2024-06-15 19:04:13,1080,68
2024-06-15 19:04:15,1091,79
2024-06-15 19:04:17,1431,151
2024-06-15 19:04:18,1782,234
2024-06-15 19:04:20,1091,389
2024-06-15 19:04:22,751,627
2024-06-15 19:04:23,1782,1020
2024-06-15 19:04:25,1091,389
2024-06-15 19:04:27,1431,151
2024-06-15 19:04:28,1080,1020
2024-06-15 19:04:30,1069,389
2024-06-15 19:04:32,707,627
2024-06-15 19:04:33,334,234
2024-06-15 19:04:35,1069,79
2024-06-15 19:04:37,1431,627
2024-06-15 19:04:38,334,1020
2024-06-15 19:04:40,1069,79
2024-06-15 19:04:42,707,627
2024-06-15 19:04:43,1080,234
2024-06-15 19:04:45,1091,389
2024-06-15 19:04:47,1475,151
2024-06-15 19:04:48,1870,68
2024-06-15 19:04:50,1091,389
2024-06-15 19:04:52,707,627
2024-06-15 19:04:53,1870,68
2024-06-15 19:04:55,1091,389
2024-06-15 19:04:57,1475,151
2024-06-15 19:04:58,1080,234
2024-06-15 19:05:00,1069,79
2024-06-15 19:05:02,663,7
2024-06-15 19:05:03,246,234
2024-06-15 19:05:05,1069,389
2024-06-15 19:05:07,1049,65
2024-06-15 19:05:08,1341,140
2024-06-15 19:05:10,1613,389
2024-06-15 19:05:12,1158,0
2024-06-15 19:05:13,1092,33
2024-06-15 19:05:15,571,389
2024-06-15 19:05:17,1173,778
2024-06-15 19:05:18,1254,33
2024-06-15 19:05:20,571,389
2024-06-15 19:05:22,1173,0
2024-06-15 19:05:23,1092,33
2024-06-15 19:05:25,1613,389
2024-06-15 19:05:27,1173,778
2024-06-15 19:05:28,1122,59
2024-06-15 19:05:30,640,377
2024-06-15 19:05:32,107,778
2024-06-15 19:05:33,1122,59
2024-06-15 19:05:35,718,0
2024-06-15 19:05:37,1329,778
2024-06-15 19:05:38,1093,59
2024-06-15 19:05:40,1468,118
2024-06-15 19:05:42,596,655
2024-06-15 19:05:43,952,271
2024-06-15 19:05:45,436,424
2024-06-15 19:05:47,1021,19
2024-06-15 19:05:48,1077,25
2024-06-15 19:05:50,1718,424
2024-06-15 19:05:52,246,1079
2024-06-15 19:05:53,1068,169
2024-06-15 19:05:55,598,407
2024-06-15 19:05:57,950,1079
2024-06-15 19:05:58,832,169
2024-06-15 19:06:00,1066,407
2024-06-15 19:06:02,1182,1079
2024-06-15 19:06:03,1532,169
2024-06-15 19:06:05,1066,407
2024-06-15 19:06:07,950,1079
2024-06-15 19:06:08,368,169
2024-06-15 19:06:10,1066,407
2024-06-15 19:06:12,1182,1079
2024-06-15 19:06:13,368,169
2024-06-15 19:06:15,1066,407
2024-06-15 19:06:17,950,1079
2024-06-15 19:06:18,1532,169
2024-06-15 19:06:20,1066,407
2024-06-15 19:06:21,1182,1079
2024-06-15 19:06:23,832,169
2024-06-15 19:06:25,598,407
2024-06-15 19:06:26,14,1079
2024-06-15 19:06:28,832,169
2024-06-15 19:06:30,1066,407
2024-06-15 19:06:31,14,1079
2024-06-15 19:06:33,832,169
2024-06-15 19:06:35,598,407
2024-06-15 19:06:36,1182,1079
2024-06-15 19:06:38,1532,169
2024-06-15 19:06:40,598,407
2024-06-15 19:06:41,14,1079
2024-06-15 19:06:43,1532,169
2024-06-15 19:06:45,598,407
2024-06-15 19:06:46,1182,1079
2024-06-15 19:06:48,832,169
2024-06-15 19:06:50,1066,407
2024-06-15 19:06:51,950,1079
2024-06-15 19:06:53,1068,169
2024-06-15 19:06:55,1070,407
2024-06-15 19:06:56,1190,1079
2024-06-15 19:06:58,1312,169
2024-06-15 19:07:00,1554,407
2024-06-15 19:07:01,1801,791
2024-06-15 19:07:03,1315,177
2024-06-15 19:07:05,1076,407
2024-06-15 19:07:06,351,23
2024-06-15 19:07:08,1315,177
2024-06-15 19:07:10,1554,407
2024-06-15 19:07:11,351,791
2024-06-15 19:07:13,1315,177
2024-06-15 19:07:15,1163,0
2024-06-15 19:08:07,1075,56
2024-06-15 19:08:09,835,177
2024-06-15 19:08:11,507,354
2024-06-15 19:08:12,1075,652
2024-06-15 19:08:14,1315,177
2024-06-15 19:08:16,1005,28
2024-06-15 19:08:17,1111,37
2024-06-15 19:08:19,1218,0
2024-06-15 19:08:21,1177,51
2024-06-15 19:08:22,1243,65
2024-06-15 19:08:24,1268,130
2024-06-15 19:08:26,1359,209
2024-06-15 19:08:27,1475,353
2024-06-15 19:08:29,1682,576
2024-06-15 19:08:31,1258,292
2024-06-15 19:08:32,1125,60
2024-06-15 19:08:34,994,66
2024-06-15 19:08:36,730,292
2024-06-15 19:08:37,335,524
2024-06-15 19:08:39,994,982
2024-06-15 19:10:17,1076,56
2024-06-15 19:10:19,1817,524
2024-06-15 19:10:21,994,66
2024-06-15 19:10:22,912,76
2024-06-15 19:10:24,7,524
2024-06-15 19:10:26,994,982
2024-06-15 19:10:27,1076,76
2024-06-15 19:10:29,7,524
2024-06-15 19:10:31,994,66
2024-06-15 19:10:32,912,56
2024-06-15 19:10:34,1817,524
2024-06-15 19:10:36,994,982
2024-06-15 19:10:37,1076,56
2024-06-15 19:10:39,335,524
2024-06-15 19:10:41,994,66
2024-06-15 19:10:42,912,76
2024-06-15 19:10:44,1489,524
2024-06-15 19:10:46,994,982
2024-06-15 19:10:47,1076,76
2024-06-15 19:10:49,663,524
2024-06-18 22:35:37,1156,57
2024-06-18 22:35:38,1236,38
2024-06-18 22:35:40,1809,524
2024-06-18 22:35:42,1156,991
2024-06-18 22:35:43,1076,38
2024-06-18 22:35:45,343,524
2024-06-18 22:35:47,1156,57
2024-06-18 22:35:48,1236,76
2024-06-18 22:35:50,343,524
2024-06-18 22:35:52,1156,991
2024-06-18 22:35:53,1076,76
2024-06-18 22:35:55,1809,524
2024-06-18 22:35:57,1156,57
2024-06-18 22:35:58,1236,38
2024-06-18 22:36:00,663,524
2024-06-18 22:36:01,170,991
2024-06-18 22:36:03,1236,38
2024-06-18 22:36:05,1809,524
2024-06-18 22:36:06,170,57
2024-06-18 22:36:08,1236,76
2024-06-18 22:36:10,663,524
2024-06-18 22:36:11,1737,453
2024-06-18 22:36:13,1236,830
2024-06-18 22:36:15,1166,56
2024-06-18 22:36:17,610,431
2024-06-18 22:36:19,1236,32
2024-06-18 22:36:21,1306,8
